Gene,Gene_wo_suffix,PA14_locus,pae,paev,paei,pau,pap,pag,paf,pnc,paeb,pdk,psg,prp,paep,paer,paem,pael,paes,paeu,paeg,paec,paeo
hcnB,hcnB,PA14_36320,"pae00460,pae01100,pae01110",,,"pau00460,pau01100,pau01110","pap00460,pap01100,pap01110","pag00460,pag01100,pag01110","paf00460,paf01100,paf01110","pnc00460,pnc01100,pnc01110",,,,,,,,,,"paeu00460,paeu01100,paeu01110",,,
hcnA,hcnA,PA14_36330,"pae00460,pae01100,pae01110",,,"pau00460,pau01100,pau01110","pap00460,pap01100,pap01110","pag00460,pag01100,pag01110","paf00460,paf01100,paf01110","pnc00460,pnc01100,pnc01110",,,,,,,,,,"paeu00460,paeu01100,paeu01110",,,
exoY,exoY,PA14_36345,,,,,,,,,,,,,,,,,,,,,
PA14_36350,PA14,PA14_36350,,,,,,,,,,,,,,,,,,,,,
PA14_36360,PA14,PA14_36360,,,,,,,,,,,,,,,,,,,,,
PA14_36370,PA14,PA14_36370,,,,,,,,,,,,,,,,,,,,,
PA14_03510,PA14,PA14_03510,,,,,,,,,,,,,,,,,,,,,
PA14_36375,PA14,PA14_36375,,,,,,,,,,,,,,,,,,,,,
PA14_36390,PA14,PA14_36390,,,,,,,,,,,,,,,,,,,,,
PA14_36400,PA14,PA14_36400,,,,,,,,,,,,,,,,,,,,,
PA14_36410,PA14,PA14_36410,,,,,,,,,,,,,,,,,,,,,
PA14_36420,PA14,PA14_36420,,,,,,,,,,,,,,,,,,,,,
PA14_36450,PA14,PA14_36450,,,,,,,,,,,,,,,,,,,,,
PA14_36460,PA14,PA14_36460,,,,,,,,,,,,,,,,,,,,,
PA14_36470,PA14,PA14_36470,,,,,,,,,,,,,,,,,,,,,
PA14_36480,PA14,PA14_36480,,,,,,,,,,,,,,,,,,,,,
PA14_03520,PA14,PA14_03520,,,,,,,,,,,,,,,,,,,,,
PA14_36490,PA14,PA14_36490,,,,,,,,,,,,,,,,,,,,,
PA14_36500,PA14,PA14_36500,,,,,,,,,,,,,,,,,,,,,
PA14_36520,PA14,PA14_36520,,,,,,,,,,,,,,,,,,,,,
PA14_36530,PA14,PA14_36530,,,,,,,,,,,,,,,,,,,,,
PA14_36540,PA14,PA14_36540,,,,,,,,,,,,,,,,,,,,,
PA14_36550,PA14,PA14_36550,,,,,,,,,,,,,,,,,,,,,
PA14_36560,PA14,PA14_36560,,,,,,,,,,,,,,,,,,,,,
glgA,glgA,PA14_36570,,"paev00500,paev01100,paev01110","paei00500,paei01100,paei01110","pau00500,pau01100,pau01110",,,"paf00500,paf01100,paf01110","pnc00500,pnc01100,pnc01110",,"pdk00500,pdk01100,pdk01110","psg00500,psg01100,psg01110",,,,,,,,,"paec00500,paec01100,paec01110","paeo00500,paeo01100,paeo01110"
PA14_36580,PA14,PA14_36580,,,,"pau00500,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_03530,PA14,PA14_03530,,,,,,,,,,,,,,,,,,,,,
PA14_36590,PA14,PA14_36590,,,,"pau00500,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_36605,PA14,PA14_36605,,,,"pau00500,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_36620,PA14,PA14_36620,,,,,,,,,,,,,,,,,,,,,
PA14_36630,PA14,PA14_36630,,,,,,,,,,,,,,,,,,,,,
PA14_36650,PA14,PA14_36650,,,,,,,,,,,,,,,,,,,,,
PA14_36660,PA14,PA14_36660,,,,,,,,,,,,,,,,,,,,,
PA14_36670,PA14,PA14_36670,,,,,,,,,,,,,,,,,,,,,
PA14_36680,PA14,PA14_36680,,,,,,,,,,,,,,,,,,,,,
PA14_36690,PA14,PA14_36690,,,,"pau00564,pau01100",,,,,,,,,,,,,,,,,
PA14_36700,PA14,PA14_36700,,,,,,,,,,,,,,,,,,,,,
PA14_03550,PA14,PA14_03550,,,,,,,,,,,,,,,,,,,,,
glgB,glgB,PA14_36710,"pae00500,pae01100,pae01110","paev00500,paev01100,paev01110","paei00500,paei01100,paei01110","pau00500,pau01100,pau01110","pap00500,pap01100,pap01110","pag00500,pag01100,pag01110","paf00500,paf01100,paf01110","pnc00500,pnc01100,pnc01110","paeb00500,paeb01100,paeb01110",,,,,,,,,"paeu00500,paeu01100,paeu01110",,"paec00500,paec01100,paec01110","paeo00500,paeo01100,paeo01110"
PA14_36730,PA14,PA14_36730,,,,"pau00500,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_36740,PA14,PA14_36740,,,,"pau00500,pau01100",,,,,,,,,,,,,,,,,
PA14_36760,PA14,PA14_36760,,,,,,,,,,,,,,,,,,,,,
PA14_36770,PA14,PA14_36770,,,,,,,,,,,,,,,,,,,,,
PA14_36780,PA14,PA14_36780,,,,,,,,,,,,,,,,,,,,,
PA14_36790,PA14,PA14_36790,,,,,,,,,,,,,,,,,,,,,
katE,katE,PA14_36810,,,,,,,,,,,,,,,,,,"paeu00380,paeu00630,paeu01100,paeu01110,paeu01200","paeg00380,paeg00630,paeg01100,paeg01110,paeg01200",,
PA14_36820,PA14,PA14_36820,,,,,,,,,,,,,,,,,,,,,
PA14_03560,PA14,PA14_03560,,,,,,,,,,,,,,,,,,,,,
PA14_36830,PA14,PA14_36830,,,,,,,,,,,,,,,,,,,,,
glgP,glgP,PA14_36840,"pae00500,pae01100,pae01110","paev00500,paev01100,paev01110","paei00500,paei01100,paei01110","pau00500,pau01100,pau01110","pap00500,pap01100,pap01110","pag00500,pag01100,pag01110","paf00500,paf01100,paf01110","pnc00500,pnc01100,pnc01110","paeb00500,paeb01100,paeb01110",,,,,,,,,"paeu00500,paeu01100,paeu01110",,"paec00500,paec01100,paec01110","paeo00500,paeo01100,paeo01110"
PA14_36850,PA14,PA14_36850,,,,,,,,,,,,,,,,,,,,,
PA14_36860,PA14,PA14_36860,,,,,,,,,,,,,,,,,,,,,
PA14_36870,PA14,PA14_36870,,,,,,,,,,,,,,,,,,,,,
PA14_36880,PA14,PA14_36880,,,,,,,,,,,,,,,,,,,,,
PA14_36890,PA14,PA14_36890,,,,,,,,,,,,,,,,,,,,,
PA14_36900,PA14,PA14_36900,,,,,,,,,,,,,,,,,,,,,
ligD,ligD,PA14_36910,,,,,,,,,,,,,,,,,,,,,
PA14_03580,PA14,PA14_03580,,,,,,,,,,,,,,,,,,,,,
PA14_36920,PA14,PA14_36920,,,,,,,,,,,,,,,,,,,,,
PA14_36930,PA14,PA14_36930,,,,,,,,,,,,,,,,,,,,,
PA14_36940,PA14,PA14_36940,,,,,,,,,,,,,,,,,,,,,
PA14_36960,PA14,PA14_36960,,,,,,,,,,,,,,,,,,,,,
PA14_36980,PA14,PA14_36980,,,,,,,,,,,,,,,,,,,,,
PA14_36990,PA14,PA14_36990,,,,,,,,,,,,,,,,,,,,,
cupA5,cupA5,PA14_37000,,,,,,,,,,,,,,,,,,,,,
cupA4,cupA4,PA14_37010,,,,,,,,,,,,,,,,,,,,,
cupA3,cupA3,PA14_37030,,,,,,,,,,,,,,,,,,,,,
cupA2,cupA2,PA14_37040,,,,,,,,,,,,,,,,,,,,,
PA14_03590,PA14,PA14_03590,,,,,,,,,,,,,,,,,,,,,
cupA1,cupA1,PA14_37060,,,,,,,,,,,,,,,,,,,,,
PA14_37070,PA14,PA14_37070,,,,,,,,,,,,,,,,,,,,,
PA14_37080,PA14,PA14_37080,,,,,,,,,,,,,,,,,,,,,
PA14_37090,PA14,PA14_37090,,,,,,,,,,,,,,,,,,,,,
PA14_37100,PA14,PA14_37100,,,,"pau00260,pau01100",,,,,,,,,,,,,,,,,
PA14_37120,PA14,PA14_37120,,,,,,,,,,,,,,,,,,,,,
PA14_37130,PA14,PA14_37130,,,,,,,,,,,,,,,,,,,,,
PA14_37140,PA14,PA14_37140,,,,,,,,,,,,,,,,,,,,,
PA14_37150,PA14,PA14_37150,,,,,,,,,,,,,,,,,,,,,
PA14_00360,PA14,PA14_00360,,,,,,,,,,,,,,,,,,,,,
PA14_03610,PA14,PA14_03610,,,,,,,,,,,,,,,,,,,,,
PA14_37170,PA14,PA14_37170,,,,,,,,,,,,,,,,,,,,,
ada,ada,PA14_37190,,,,,,,,,,,,,,,,,,,,,
PA14_37200,PA14,PA14_37200,,,,,,,,,,,,,,,,,,,,,
PA14_37210,PA14,PA14_37210,,,,,,,,,,,,,,,,,,,,,
PA14_37220,PA14,PA14_37220,,,,,,,,,,,,,,,,,,,,,
PA14_37250,PA14,PA14_37250,,,,,,,,,,,,,,,,,,,,,
PA14_03620,PA14,PA14_03620,,,,,,,,,,,,,,,,,,,,,
PA14_37260,PA14,PA14_37260,,,,,,,,,,,,,,,,,,,,,
PA14_37270,PA14,PA14_37270,,,,,,,,,,,,,,,,,,,,,
PA14_37290,PA14,PA14_37290,,,,,,,,,,,,,,,,,,,,,
PA14_37310,PA14,PA14_37310,,,,,,,,,,,,,,,,,,,,,
PA14_37320,PA14,PA14_37320,,,,,,,,,,,,,,,,,,,,,
PA14_37340,PA14,PA14_37340,,,,"pau00620,pau01100",,,,,,,,,,,,,,,,,
PA14_37350,PA14,PA14_37350,,,,,,,,,,,,,,,,,,,,,
PA14_37360,PA14,PA14_37360,,,,,,,,,,,,,,,,,,,,,
PA14_37370,PA14,PA14_37370,,,,"pau00903,pau00930,pau01220",,,,,,,,,,,,,,,,,
PA14_03630,PA14,PA14_03630,,,,,,,,,,,,,,,,,,,,,
PA14_37380,PA14,PA14_37380,,,,,,,,,,,,,,,,,,,,,
PA14_37400,PA14,PA14_37400,,,,,,,,,,,,,,,,,,,,,
PA14_37410,PA14,PA14_37410,,,,,,,,,,,,,,,,,,,,,
PA14_37420,PA14,PA14_37420,,,,,,,,,,,,,,,,,,,,,
PA14_37430,PA14,PA14_37430,,,,,,,,,,,,,,,,,,,,,
PA14_37440,PA14,PA14_37440,,,,,,,,,,,,,,,,,,,,,
PA14_37460,PA14,PA14_37460,,,,,,,,,,,,,,,,,,,,,
PA14_37470,PA14,PA14_37470,,,,,,,,,,,,,,,,,,,,,
PA14_37490,PA14,PA14_37490,,,,,,,,,,,,,,,,,,,,,
cysA,cysA,PA14_03650,"pae00920,pae02010","paev00920,paev02010","paei00920,paei02010","pau00920,pau02010","pap00920,pap02010","pag00920,pag02010","paf00920,paf02010","pnc00920,pnc02010","paeb00920,paeb02010",,,,,,,,,"paeu00920,paeu02010",,"paec00920,paec02010","paeo00920,paeo02010"
PA14_37510,PA14,PA14_37510,,,,,,,,,,,,,,,,,,,,,
PA14_37520,PA14,PA14_37520,,,,,,,,,,,,,,,,,,,,,
PA14_37530,PA14,PA14_37530,,,,"pau00361,pau00625,pau01100,pau01120",,,,,,,,,,,,,,,,,
PA14_37550,PA14,PA14_37550,,,,"pau00622,pau01100,pau01120,pau01220",,,,,,,,,,,,,,,,,
PA14_37560,PA14,PA14_37560,,,,,,,,,,,,,,,,,,,,,
PA14_37570,PA14,PA14_37570,,,,,,,,,,,,,,,,,,,,,
PA14_37580,PA14,PA14_37580,,,,,,,,,,,,,,,,,,,,,
kynB,kynB,PA14_37590,,,,,,"pag00380,pag00630,pag01100,pag01240","paf00380,paf00630,paf01100,paf01240","pnc00380,pnc00630,pnc01100,pnc01240","paeb00380,paeb00630,paeb01100,paeb01240",,,,,,,,,"paeu00380,paeu00630,paeu01100,paeu01240",,"paec00380,paec00630,paec01100,paec01240","paeo00380,paeo00630,paeo01100,paeo01240"
PA14_37610,PA14,PA14_37610,,,,"pau00380,pau01100,pau01240",,,,,,,,,,,,,,,,,
PA14_37630,PA14,PA14_37630,,,,,,,,,,,,,,,,,,,,,
cysW,cysW,PA14_03670,"pae00920,pae02010","paev00920,paev02010","paei00920,paei02010","pau00920,pau02010","pap00920,pap02010","pag00920,pag02010","paf00920,paf02010","pnc00920,pnc02010","paeb00920,paeb02010",,,"prp00920,prp02010",,,"paem00920,paem02010","pael00920,pael02010",,"paeu00920,paeu02010","paeg00920,paeg02010","paec00920,paec02010","paeo00920,paeo02010"
PA14_37640,PA14,PA14_37640,,,,,,,,,,,,,,,,,,,,,
PA14_37650,PA14,PA14_37650,,,,,,,,,,,,,,,,,,,,,
PA14_37660,PA14,PA14_37660,,,,,,,,,,,,,,,,,,,,,
PA14_37670,PA14,PA14_37670,,,,,,,,,,,,,,,,,,,,,
PA14_37680,PA14,PA14_37680,,,,,,,,,,,,,,,,,,,,,
PA14_37690,PA14,PA14_37690,,,,,,,,,,,,,,,,,,,,,
fusA2,fusA2,PA14_37710,,,,,,,,,,,,,,,,,,,,,
PA14_37730,PA14,PA14_37730,,,,,,,,,,,,,,,,,,,,,
cysT,cysT,PA14_03680,"pae00920,pae02010","paev00920,paev02010","paei00920,paei02010","pau00920,pau02010","pap00920,pap02010","pag00920,pag02010","paf00920,paf02010","pnc00920,pnc02010","paeb00920,paeb02010",,,,,,,,,,,"paec00920,paec02010","paeo00920,paeo02010"
PA14_37745,PA14,PA14_37745,,,,,,,,,,,,,,,,,,,,,
PA14_37760,PA14,PA14_37760,,,,,,,,,,,,,,,,,,,,,
PA14_37770,PA14,PA14_37770,,,,,,,,,,,,,,,,,,,,,
PA14_37780,PA14,PA14_37780,,,,,,,,,,,,,,,,,,,,,
pcoA,pcoA,PA14_37790,,,,,,,,,,,,,,,,,,,,,
pcoB,pcoB,PA14_37810,,,,,,,,,,,,,,,,,,,,,
PA14_37820,PA14,PA14_37820,,,,,,,,,,,,,,,,,,,,,
PA14_37830,PA14,PA14_37830,,,,,,,,,,,,,,,,,,,,,
PA14_37840,PA14,PA14_37840,,,,,,,,,,,,,,,,,,,,,
PA14_37850,PA14,PA14_37850,,,,,,,,,,,,,,,,,,,,,
sbp,sbp,PA14_03700,"pae00920,pae02010",,,"pau00920,pau02010","pap00920,pap02010","pag00920,pag02010","paf00920,paf02010","pnc00920,pnc02010","paeb00920,paeb02010",,,,,,,,,"paeu00920,paeu02010",,,
PA14_37870,PA14,PA14_37870,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_37880,PA14,PA14_37880,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_37900,PA14,PA14_37900,,,,,,,,,,,,,,,,,,,,,
PA14_37910,PA14,PA14_37910,,,,,,,,,,,,,,,,,,,,,
PA14_37915,PA14,PA14_37915,,,,,,,,,,,,,,,,,,,,,
cynR,cynR,PA14_37940,,,,,,,,,,,,,,,,,,,,,
cynT,cynT,PA14_37950,,,,"pau00910,pau01100","pap00910,pap01100","pag00910,pag01100","paf00910,paf01100","pnc00910,pnc01100","paeb00910,paeb01100",,,,,,,,,,,,
cynS,cynS,PA14_37965,,,,,,,,,,,,,,,,,,,,,
PA14_37980,PA14,PA14_37980,,,,,,,,,,,,,,,,,,,,,
PA14_37990,PA14,PA14_37990,,,,,,,,,,,,,,,,,,,,,
PA14_03710,PA14,PA14_03710,,,,,,,,,,,,,,,,,,,,,
PA14_38010,PA14,PA14_38010,,,,,,,,,,,,,,,,,,,,,
PA14_38020,PA14,PA14_38020,,,,,,,,,,,,,,,,,,,,,
PA14_38040,PA14,PA14_38040,,,,,,,,,,,,,,,,,,,,,
PA14_38050,PA14,PA14_38050,,,,,,,,,,,,,,,,,,,,,
PA14_38060,PA14,PA14_38060,,,,,,,,,,,,,,,,,,,,,
PA14_38080,PA14,PA14_38080,,,,,,,,,,,,,,,,,,,,,
PA14_38090,PA14,PA14_38090,,,,,,,,,,,,,,,,,,,,,
PA14_38110,PA14,PA14_38110,,,,,,,,,,,,,,,,,,,,,
PA14_03720,PA14,PA14_03720,,,,,,,,,,,,,,,,,,,,,
PA14_38130,PA14,PA14_38130,,,,,,,,,,,,,,,,,,,,,
PA14_38160,PA14,PA14_38160,,,,,,,,,,,,,,,,,,,,,
PA14_38170,PA14,PA14_38170,,,,,,,,,,,,,,,,,,,,,
PA14_38180,PA14,PA14_38180,,,,,,,,,,,,,,,,,,,,,
PA14_38200,PA14,PA14_38200,,,,"pau00290,pau00650,pau00660,pau00770,pau01100,pau01110,pau01210,pau01230",,,,,,,,,,,,,,,,,
PA14_38210,PA14,PA14_38210,,,,,,,,,,,,,,,,,,,,,
PA14_38220,PA14,PA14_38220,,,,,,,,,,,,,,,,,,,,,
PA14_03730,PA14,PA14_03730,,,,,,,,,,,,,,,,,,,,,
PA14_38250,PA14,PA14_38250,,,,,,,,,,,,,,,,,,,,,
PA14_38260,PA14,PA14_38260,,,,,,,,,,,,,,,,,,,,,
PA14_38270,PA14,PA14_38270,,,,,,,,,,,,,,,,,,,,,
PA14_38290,PA14,PA14_38290,,,,,,,,,,,,,,,,,,,,,
PA14_38300,PA14,PA14_38300,,,,,,,,,,,,,,,,,,,,,
PA14_38310,PA14,PA14_38310,,,,,,,,,,,,,,,,,,,,,
PA14_38320,PA14,PA14_38320,,,,,,,,,,,,,,,,,,,,,
gor,gor,PA14_38330,"pae00480,pae01100",,,"pau00480,pau01100","pap00480,pap01100",,"paf00480,paf01100","pnc00480,pnc01100","paeb00480,paeb01100",,,,,,,,,"paeu00480,paeu01100",,,
PA14_38340,PA14,PA14_38340,,,,,,,,,,,,,,,,,,,,,
betC,betC,PA14_00380,,,,,,,,,,,,,,,,,,,,,
PA14_03760,PA14,PA14_03760,,,,,,,,,,,,,,,,,,,,,
galU,galU,PA14_38350,"pae00040,pae00052,pae00500,pae00520,pae00541,pae01100,pae01110,pae01240","paev00040,paev00052,paev00500,paev00520,paev00541,paev01100,paev01110,paev01240","paei00040,paei00052,paei00500,paei00520,paei00541,paei01100,paei01110,paei01240","pau00040,pau00052,pau00500,pau00520,pau00541,pau01100,pau01110,pau01240","pap00040,pap00052,pap00500,pap00520,pap00541,pap01100,pap01110,pap01240","pag00040,pag00052,pag00500,pag00520,pag00541,pag01100,pag01110,pag01240","paf00040,paf00052,paf00500,paf00520,paf00541,paf01100,paf01110,paf01240","pnc00040,pnc00052,pnc00500,pnc00520,pnc00541,pnc01100,pnc01110,pnc01240","paeb00040,paeb00052,paeb00500,paeb00520,paeb00541,paeb01100,paeb01110,paeb01240",,,,,,,,,,,,
PA14_38360,PA14,PA14_38360,,,,,,,,,,,,,,,,,,,,,
PA14_38370,PA14,PA14_38370,,,,,,,,,,,,,,,,,,,,,
PA14_38380,PA14,PA14_38380,,,,,,,,,,,,,,,,,,,,,
PA14_38395,PA14,PA14_38395,,,,,,,,,,,,,,,,,,,,,
amrB,amrB,PA14_38410,,,,,,,,,,,,,,,,,,,,,
PA14_38420,PA14,PA14_38420,,,,,,,,,,,,,,,,,,,,,
gnyR,gnyR,PA14_38430,,,,,,,,,,,,,,,,,,,,,
gnyD,gnyD,PA14_38440,,,,"pau00280,pau01100",,,,"pnc00280,pnc01100","paeb00280,paeb01100",,,,,,,,,,,,
speB1,speB1,PA14_03770,,,,,"pap00330,pap01100",,,,,,,,,,,,,,,,
gnyB,gnyB,PA14_38460,,,,"pau00280,pau01100",,,,"pnc00280,pnc01100","paeb00280,paeb01100",,,,,,,,,,,,
gnyH,gnyH,PA14_38470,,,,"pau00280,pau01100",,,,,"paeb00280,paeb01100",,,,,,,,,,,,
gnyA,gnyA,PA14_38480,,,,"pau00280,pau01100",,,,"pnc00280,pnc01100","paeb00280,paeb01100",,,,,,,,,,,,
gnyL,gnyL,PA14_38490,,,,"pau00280,pau00281,pau00650,pau01100,pau01110",,,,"pnc00280,pnc00281,pnc00650,pnc01100,pnc01110","paeb00280,paeb00281,paeb00650,paeb01100,paeb01110",,,,,,,,,,,,
PA14_38500,PA14,PA14_38500,,,,,,,,,,,,,,,,,,,,,
hmgA,hmgA,PA14_38510,,,,,,,,,,,,,,,,,,,,,
fahA,fahA,PA14_38530,,,,,,,,,,,,,,,,,,,,,
maiA,maiA,PA14_38550,,,,,,,,,,,,,,,,,,"paeu00350,paeu00643,paeu01100,paeu01120",,"paec00350,paec00643,paec01100,paec01120","paeo00350,paeo00643,paeo01100,paeo01120"
PA14_38560,PA14,PA14_38560,,,,,,,,,,,,,,,,,,,,,
PA14_38570,PA14,PA14_38570,,,,,,,,,,,,,,,,,,,,,
PA14_03780,PA14,PA14_03780,,,,,,,,,,,,,,,,,,,,,
PA14_38580,PA14,PA14_38580,,,,,,,,,,,,,,,,,,,,,
bdhA,bdhA,PA14_38590,"pae00650,pae01100","paev00650,paev01100","paei00650,paei01100","pau00650,pau01100","pap00650,pap01100","pag00650,pag01100","paf00650,paf01100","pnc00650,pnc01100","paeb00650,paeb01100",,,,,,,,,"paeu00650,paeu01100",,"paec00650,paec01100","paeo00650,paeo01100"
PA14_38610,PA14,PA14_38610,,,,pau02020,,,,,,,,,,,,,,,,,
atoB,atoB,PA14_38630,,,,,,,,,,,,,,,,,,"paeu00071,paeu00280,paeu00310,paeu00362,paeu00380,paeu00620,paeu00630,paeu00650,paeu00900,paeu01100,paeu01110,paeu01120,paeu01200,paeu01212,paeu02020",,,
PA14_38640,PA14,PA14_38640,,,,,,,,,,,,,,,,,,,,,
PA14_38660,PA14,PA14_38660,,,,,,,,,,,,,,,,,,,,,
PA14_38680,PA14,PA14_38680,,,,,,,,,,,,,,,,,,,,,
PA14_38690,PA14,PA14_38690,,,,,,,,,,,,,,,,,,,,,
ppiC1,ppiC1,PA14_38700,,,,,,,,,,,,,,,,,,,,,
PA14_38710,PA14,PA14_38710,,,,,,,,,,,,,,,,,,,,,
PA14_03790,PA14,PA14_03790,,,,,,,,,,,,,,,,,,,,,
PA14_38720,PA14,PA14_38720,,,,,,,,,,,,,,,,,,,,,
PA14_38740,PA14,PA14_38740,,,,,,,,,,,,,,,,,,,,,
PA14_38750,PA14,PA14_38750,,,,"pau00010,pau00071,pau00350,pau00620,pau00625,pau00626,pau01100,pau01110,pau01120,pau01220",,,,,,,,,,,,,,,,,
PA14_38770,PA14,PA14_38770,,,,,,,,,,,,,,,,,,,,,
pqqE,pqqE,PA14_38780,,,,,,,,,,,,,,,,,,,,,
pqqD,pqqD,PA14_38790,,,,,,,,,,,,,,,,,,,,,
pqqC,pqqC,PA14_38800,,,,,,,,,,,,,,,,,,,,,
pqqB,pqqB,PA14_38820,,,,,,,,,,,,,,,,,,,,,
pqqA,pqqA,PA14_38825,,,,,,,,,,,,,,,,,,,,,
PA14_38840,PA14,PA14_38840,,,,"pau00010,pau00620,pau01100,pau01110,pau01120",,,,,,,,,,,,,,,,,
oprE,oprE,PA14_03800,,,,,,,,,,,,,,,,,,,,,
exaB,exaB,PA14_38850,,,,,,,,,,,,,,,,,,,,,
exaA,exaA,PA14_38860,"pae00010,pae00620,pae00625,pae01100,pae01110,pae01120","paev00010,paev00620,paev00625,paev01100,paev01110,paev01120","paei00010,paei00620,paei00625,paei01100,paei01110,paei01120","pau00010,pau00620,pau00625,pau01100,pau01110,pau01120","pap00010,pap00620,pap00625,pap01100,pap01110,pap01120","pag00010,pag00620,pag00625,pag01100,pag01110,pag01120","paf00010,paf00620,paf00625,paf01100,paf01110,paf01120","pnc00010,pnc00620,pnc00625,pnc01100,pnc01110,pnc01120","paeb00010,paeb00620,paeb00625,paeb01100,paeb01110,paeb01120",,,,,,,,,"paeu00010,paeu00620,paeu00625,paeu01100,paeu01110,paeu01120",,"paec00010,paec00620,paec00625,paec01100,paec01110,paec01120","paeo00010,paeo00620,paeo00625,paeo01100,paeo01110,paeo01120"
PA14_38880,PA14,PA14_38880,,,,,,,,,,,,,,,,,,,,,
PA14_38900,PA14,PA14_38900,,,,,,,,,,,,,,,,,,,,,
PA14_38910,PA14,PA14_38910,,,,,,,,,,,,,,,,,,,,,
PA14_38920,PA14,PA14_38920,,,,,,,,,,,,,,,,,,,,,
PA14_38930,PA14,PA14_38930,,,,,,,,,,,,,,,,,,,,,
PA14_38950,PA14,PA14_38950,,,,,,,,,,,,,,,,,,,,,
PA14_38970,PA14,PA14_38970,,,,,,,,,,,,,,,,,,,,,
PA14_38990,PA14,PA14_38990,,,,,,,,,,,,,,,,,,,,,
aguA,aguA,PA14_03810,"pae00330,pae01100","paev00330,paev01100","paei00330,paei01100","pau00330,pau01100","pap00330,pap01100","pag00330,pag01100","paf00330,paf01100","pnc00330,pnc01100","paeb00330,paeb01100",,,,,,,,,"paeu00330,paeu01100",,"paec00330,paec01100","paeo00330,paeo01100"
PA14_39000,PA14,PA14_39000,,,,,,,,,,,,,,,,,,,,,
pqqF,pqqF,PA14_39010,,,,,,,,,,,,,,,,,,,,,
PA14_39020,PA14,PA14_39020,,,,"pau00540,pau01100,pau01503",,,,,,,,,,,,,,,,,
braZ,braZ,PA14_39050,,,,,,,,,,,,,,,,,,,,,
PA14_39060,PA14,PA14_39060,,,,,,,,,,,,,,,,,,,,,
PA14_39070,PA14,PA14_39070,,,,,,,,,,,,,,,,,,,,,
PA14_39080,PA14,PA14_39080,,,,,,,,,,,,,,,,,,,,,
PA14_39090,PA14,PA14_39090,,,,,,,,,,,,,,,,,,,,,
PA14_39100,PA14,PA14_39100,,,,,,,,,,,,,,,,,,,,,
aguB,aguB,PA14_03830,"pae00330,pae01100","paev00330,paev01100","paei00330,paei01100","pau00330,pau01100","pap00330,pap01100","pag00330,pag01100","paf00330,paf01100","pnc00330,pnc01100","paeb00330,paeb01100",,,,,,,,,"paeu00330,paeu01100",,"paec00330,paec01100","paeo00330,paeo01100"
PA14_39110,PA14,PA14_39110,,,,,,,,,,,,,,,,,,,,,
PA14_39130,PA14,PA14_39130,,,,,,,,,,,,,,,,,,,,,
PA14_39140,PA14,PA14_39140,,,,,,,,,,,,,,,,,,,,,
PA14_39150,PA14,PA14_39150,,,,,,,,,,,,,,,,,,,,,
PA14_39160,PA14,PA14_39160,,,,,,,,,,,,,,,,,,,,,
PA14_39180,PA14,PA14_39180,,,,,,,,,,,,,,,,,,,,,
bacA,bacA,PA14_39190,pae00550,,,pau00550,,pag00550,paf00550,pnc00550,,,,,,,,,,,,,
PA14_39200,PA14,PA14_39200,,,,,,,,,,,,,,,,,,,,,
aguR,aguR,PA14_03840,,,,,,,,,,,,,,,,,,,,,
PA14_39210,PA14,PA14_39210,,,,,,,,,,,,,,,,,,,,,
PA14_39220,PA14,PA14_39220,,,,,,,,,,,,,,,,,,,,,
PA14_39230,PA14,PA14_39230,,,,,,,,,,,,,,,,,,,,,
PA14_39240,PA14,PA14_39240,,,,,,,,,,,,,,,,,,,,,
PA14_39250,PA14,PA14_39250,,,,,,,,,,,,,,,,,,,,,
PA14_39260,PA14,PA14_39260,,,,,,,,,,,,,,,,,,,,,
PA14_39270,PA14,PA14_39270,,,,,,,,,,,,,,,,,,,,,
rbsK,rbsK,PA14_39280,"pae00030,pae01100","paev00030,paev01100","paei00030,paei01100","pau00030,pau01100","pap00030,pap01100","pag00030,pag01100","paf00030,paf01100","pnc00030,pnc01100","paeb00030,paeb01100",,,,,,,,,,,,
rbsR,rbsR,PA14_39300,,,,,,,,,,,,,,,,,,,,,
rbsC,rbsC,PA14_39320,,,,,,,,,,,,,,,,,,,,,
PA14_03855,PA14,PA14_03855,,,,,,,,,,,,,,,,,,,,,
rbsA,rbsA,PA14_39330,,,,,,,,,,,,,,,,,,,,,
rbsB,rbsB,PA14_39350,,,,,,,,,,,,,,,,,,,,,
PA14_39360,PA14,PA14_39360,,,,,,,,,,,,,,,,,,,,,
PA14_39390,PA14,PA14_39390,,,,,,,,,,,,,,,,,,,,,
PA14_39410,PA14,PA14_39410,,,,,,,,,,,,,,,,,,,,,
PA14_39420,PA14,PA14_39420,,,,,,,,,,,,,,,,,,,,,
PA14_39440,PA14,PA14_39440,,,,,,,,,,,,,,,,,,,,,
PA14_39460,PA14,PA14_39460,,,,,,,,,,,,,,,,,,,,,
PA14_39480,PA14,PA14_39480,,,,,,,,,,,,,,,,,,,,,
PA14_39500,PA14,PA14_39500,,,,,,,,,,,,,,,,,,,,,
PA14_39520,PA14,PA14_39520,,,,,,,,,,,,,,,,,,,,,
